Diagnostics/NewCompletedTrajs,Diagnostics/StepsInTrajWindow,Diagnostics/Iteration,Diagnostics/CumTime (s),Diagnostics/CumSteps,Diagnostics/CumCompletedTrajs,Diagnostics/CumUpdates,Diagnostics/StepsPerSecond,Diagnostics/UpdatesPerSecond,Diagnostics/ReplayRatio,Diagnostics/CumReplayRatio,LengthAverage,LengthStd,LengthMedian,LengthMin,LengthMax,ReturnAverage,ReturnStd,ReturnMedian,ReturnMin,ReturnMax,NonzeroRewardsAverage,NonzeroRewardsStd,NonzeroRewardsMedian,NonzeroRewardsMin,NonzeroRewardsMax,DiscountedReturnAverage,DiscountedReturnStd,DiscountedReturnMedian,DiscountedReturnMin,DiscountedReturnMax,lossAverage,lossStd,lossMedian,lossMin,lossMax,gradNormAverage,gradNormStd,gradNormMedian,gradNormMin,gradNormMax,entropyAverage,entropyStd,entropyMedian,entropyMin,entropyMax,perplexityAverage,perplexityStd,perplexityMedian,perplexityMin,perplexityMax
203,49249,1249,33.40465593338013,100000,203,1250,2993.5946713366216,37.419933391707765,1.0,1.0,492.49,30.238219193596702,500.0,265,500,-492.4,30.464733709651888,-500.0,-500.0,-264.0,492.4,30.464733709651888,500.0,264,500,-5.717768698341209,2.6645352591003757e-15,-5.717768698341212,-5.717768698341212,-5.717768698341212,6.317190872192382,0.2155112570853555,6.33375883102417,5.456733703613281,6.936938285827637,1236.409980859375,74.33840100429333,1230.5755615234375,1065.61474609375,1550.156005859375,1.0832576002120973,0.0030056815227301986,1.0835513472557068,1.0713807344436646,1.089816689491272,2.9550176082611084,0.008478857185360676,2.955775737762451,2.9221298694610596,2.9738872051239014
